NUMERONODI 100
NUMEROARCHI 4950
KMASSIMO 10  
TABUSIZE 10 
ARCHIDIVERSIFICARE 20 
MAXITERAZIONI 3 
DIVERSIFICAZIONI 1
PENALIZZAZIONE 100
Soluzione iniziale:
Arco n 7, nodi 1-8, costo 78
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 869, nodi 10-24, costo 93
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1303, nodi 15-23, costo 97
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
Costo spanning tree: 5261

ITERAZIONE 1
Esploro l'intorno
Soluzione iterazione 1:
Aggiunto arco 1088 e rimosso arco 209.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 219, nodi 3-25, costo 93
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 565, nodi 6-86, costo 96
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
Arco n 614, nodi 7-42, costo 98
Arco n 617, nodi 7-45, costo 93
Arco n 624, nodi 7-52, costo 5
Arco n 627, nodi 7-55, costo 81
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 869, nodi 10-24, costo 93
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1088, nodi 12-66, costo 0
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1303, nodi 15-23, costo 97
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
COSTO MIGLIORE ASSOLUTO:5163
COSTO MIGLIORE ATTUALE:5163
Numero di iterazioni senza miglioramenti: 0


ITERAZIONE 2
Esploro l'intorno
Soluzione iterazione 2:
Aggiunto arco 521 e rimosso arco 614.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 219, nodi 3-25, costo 93
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 521, nodi 6-42, costo 0
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 565, nodi 6-86, costo 96
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
Arco n 617, nodi 7-45, costo 93
Arco n 624, nodi 7-52, costo 5
Arco n 627, nodi 7-55, costo 81
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 869, nodi 10-24, costo 93
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1088, nodi 12-66, costo 0
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1303, nodi 15-23, costo 97
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
COSTO MIGLIORE ASSOLUTO:5065
COSTO MIGLIORE ATTUALE:5065
Numero di iterazioni senza miglioramenti: 0


ITERAZIONE 3
Esploro l'intorno
Soluzione iterazione 3:
Aggiunto arco 1973 e rimosso arco 1303.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 219, nodi 3-25, costo 93
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 521, nodi 6-42, costo 0
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 565, nodi 6-86, costo 96
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
Arco n 617, nodi 7-45, costo 93
Arco n 624, nodi 7-52, costo 5
Arco n 627, nodi 7-55, costo 81
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 869, nodi 10-24, costo 93
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1088, nodi 12-66, costo 0
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
Arco n 1973, nodi 23-49, costo 1
COSTO MIGLIORE ASSOLUTO:4969
COSTO MIGLIORE ATTUALE:4969
Numero di iterazioni senza miglioramenti: 0


ITERAZIONE 4
Esploro l'intorno
Soluzione iterazione 4:
Aggiunto arco 4233 e rimosso arco 565.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 219, nodi 3-25, costo 93
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 521, nodi 6-42, costo 0
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
Arco n 617, nodi 7-45, costo 93
Arco n 624, nodi 7-52, costo 5
Arco n 627, nodi 7-55, costo 81
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 869, nodi 10-24, costo 93
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1088, nodi 12-66, costo 0
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
Arco n 1973, nodi 23-49, costo 1
Arco n 4233, nodi 62-86, costo 1
COSTO MIGLIORE ASSOLUTO:4874
COSTO MIGLIORE ATTUALE:4874
Numero di iterazioni senza miglioramenti: 0


ITERAZIONE 5
Esploro l'intorno
Soluzione iterazione 5:
Aggiunto arco 628 e rimosso arco 869.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 219, nodi 3-25, costo 93
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 521, nodi 6-42, costo 0
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
Arco n 617, nodi 7-45, costo 93
Arco n 624, nodi 7-52, costo 5
Arco n 627, nodi 7-55, costo 81
Arco n 628, nodi 7-56, costo 0
Arco n 630, nodi 7-58, costo 41
Arco n 637, nodi 7-65, costo 24
Arco n 640, nodi 7-68, costo 43
Arco n 643, nodi 7-71, costo 40
Arco n 647, nodi 7-75, costo 18
Arco n 650, nodi 7-78, costo 32
Arco n 653, nodi 7-81, costo 69
Arco n 660, nodi 7-88, costo 89
Arco n 663, nodi 7-91, costo 53
Arco n 666, nodi 7-94, costo 40
Arco n 679, nodi 8-15, costo 92
Arco n 686, nodi 8-22, costo 41
Arco n 696, nodi 8-32, costo 92
Arco n 777, nodi 9-22, costo 47
Arco n 784, nodi 9-29, costo 81
Arco n 878, nodi 10-33, costo 34
Arco n 891, nodi 10-46, costo 50
Arco n 901, nodi 10-56, costo 89
Arco n 914, nodi 10-69, costo 19
Arco n 927, nodi 10-82, costo 37
Arco n 940, nodi 10-95, costo 0
Arco n 963, nodi 11-29, costo 10
Arco n 970, nodi 11-36, costo 89
Arco n 983, nodi 11-49, costo 74
Arco n 993, nodi 11-59, costo 50
Arco n 996, nodi 11-62, costo 93
Arco n 1006, nodi 11-72, costo 5
Arco n 1019, nodi 11-85, costo 21
Arco n 1032, nodi 11-98, costo 68
Arco n 1051, nodi 12-29, costo 8
Arco n 1088, nodi 12-66, costo 0
Arco n 1127, nodi 13-18, costo 38
Arco n 1225, nodi 14-30, costo 2
Arco n 1296, nodi 15-16, costo 91
Arco n 1300, nodi 15-20, costo 27
Arco n 1306, nodi 15-26, costo 27
Arco n 1381, nodi 16-17, costo 63
Arco n 1466, nodi 17-19, costo 77
Arco n 1973, nodi 23-49, costo 1
Arco n 4233, nodi 62-86, costo 1
COSTO MIGLIORE ASSOLUTO:4781
COSTO MIGLIORE ATTUALE:4781
Numero di iterazioni senza miglioramenti: 0


ITERAZIONE 6
Esploro l'intorno
Soluzione iterazione 6:
Aggiunto arco 2132 e rimosso arco 219.
Arco n 7, nodi 1-8, costo 78
Arco n 105, nodi 2-8, costo 4
Arco n 212, nodi 3-18, costo 8
Arco n 215, nodi 3-21, costo 89
Arco n 222, nodi 3-28, costo 87
Arco n 225, nodi 3-31, costo 48
Arco n 229, nodi 3-35, costo 80
Arco n 232, nodi 3-38, costo 81
Arco n 235, nodi 3-41, costo 9
Arco n 238, nodi 3-44, costo 22
Arco n 242, nodi 3-48, costo 79
Arco n 245, nodi 3-51, costo 58
Arco n 248, nodi 3-54, costo 88
Arco n 251, nodi 3-57, costo 2
Arco n 255, nodi 3-61, costo 28
Arco n 258, nodi 3-64, costo 86
Arco n 261, nodi 3-67, costo 69
Arco n 264, nodi 3-70, costo 16
Arco n 268, nodi 3-74, costo 51
Arco n 271, nodi 3-77, costo 57
Arco n 274, nodi 3-80, costo 89
Arco n 278, nodi 3-84, costo 10
Arco n 281, nodi 3-87, costo 61
Arco n 284, nodi 3-90, costo 89
Arco n 287, nodi 3-93, costo 2
Arco n 291, nodi 3-97, costo 88
Arco n 294, nodi 3-100, costo 57
Arco n 298, nodi 4-8, costo 54
Arco n 392, nodi 5-7, costo 74
Arco n 500, nodi 6-21, costo 25
Arco n 503, nodi 6-24, costo 2
Arco n 506, nodi 6-27, costo 26
Arco n 509, nodi 6-30, costo 11
Arco n 513, nodi 6-34, costo 90
Arco n 516, nodi 6-37, costo 63
Arco n 519, nodi 6-40, costo 62
Arco n 521, nodi 6-42, costo 0
Arco n 522, nodi 6-43, costo 13
Arco n 526, nodi 6-47, costo 7
Arco n 529, nodi 6-50, costo 58
Arco n 532, nodi 6-53, costo 60
Arco n 539, nodi 6-60, costo 1
Arco n 542, nodi 6-63, costo 28
Arco n 545, nodi 6-66, costo 5
Arco n 552, nodi 6-73, costo 50
Arco n 555, nodi 6-76, costo 56
Arco n 558, nodi 6-79, costo 57
Arco n 562, nodi 6-83, costo 71
Arco n 568, nodi 6-89, costo 12
Arco n 571, nodi 6-92, costo 85
Arco n 575, nodi 6-96, costo 29
Arco n 578, nodi 6-99, costo 32
Arco n 607, nodi 7-35, costo 21
Arco n 611, nodi 7-39, costo 5
